continent,part,countrycode,value
AMERICA,NORTH,US,Корал-Спрингс*
AMERICA,NORTH,US,Верджиния-Бич*
AMERICA,NORTH,US,Каролин*
AMERICA,NORTH,US,Хантингтон-Бич*
AMERICA,NORTH,US,Форт-Лодердейл*
AMERICA,NORTH,US,Уинстон-Сейл*
AMERICA,NORTH,US,Стерлинг-Хайтс*
AMERICA,NORTH,US,Солт-Лейк-Сит*
AMERICA,NORTH,US,Сан-Бернардин*
AMERICA,NORTH,US,Порт-Сент-Люс*
AMERICA,NORTH,US,Норт-Лас-Вегас*
AMERICA,NORTH,US,Майами-Гарденс*
AMERICA,NORTH,US,Сент-Питерсберг*
AMERICA,NORTH,US,Ранчо-Кукамонг*
AMERICA,NORTH,US,Колледж-Ст*
AMERICA,NORTH,US,Джефферсон-Сит*
AMERICA,NORTH,US,Вест-Вэлли-Сит*
AMERICA,NORTH,US,Колорадо-Спрингс*
AMERICA,NORTH,US,Америк*
AMERICA,NORTH,US,Хелен*
AMERICA,NORTH,US,Уоррен?
AMERICA,NORTH,US,Сейлем?
AMERICA,NORTH,US,Пеори*
AMERICA,NORTH,US,Мескит?
AMERICA,NORTH,US,Майами
AMERICA,NORTH,US,Грешам?
AMERICA,NORTH,US,Белвью
AMERICA,NORTH,US,Штат*
AMERICA,NORTH,US,Юта
AMERICA,NORTH,US,Эри
AMERICA,NORTH,US,США
AMERICA,NORTH,US,Роли
AMERICA,NORTH,US,Рино
AMERICA,NORTH,US,Пирр
AMERICA,NORTH,US,Олаф
AMERICA,NORTH,US,Меса
AMERICA,NORTH,US,Кэри
AMERICA,NORTH,US,Юджин
AMERICA,NORTH,US,Фарго
AMERICA,NORTH,US,Уэйко
AMERICA,NORTH,US,Тусон
AMERICA,NORTH,US,Техас*
AMERICA,NORTH,US,Темпе
AMERICA,NORTH,US,Тамп?
AMERICA,NORTH,US,Талс?
AMERICA,NORTH,US,Сиэтл
AMERICA,NORTH,US,Прово
AMERICA,NORTH,US,Остин
AMERICA,NORTH,US,Омах?
AMERICA,NORTH,US,Огайо
AMERICA,NORTH,US,Мобил
AMERICA,NORTH,US,Джуно
AMERICA,NORTH,US,Дауни
AMERICA,NORTH,US,Бойсе
AMERICA,NORTH,US,Атенс*
AMERICA,NORTH,US,Акрон
AMERICA,NORTH,US,Айов?
AMERICA,NORTH,US,Сиэтл?
AMERICA,NORTH,US,Юджин?
AMERICA,NORTH,US,Тусон?
AMERICA,NORTH,US,Остин?
AMERICA,NORTH,US,Акрон?
AFRICA,EAST,UG,Торор*
AFRICA,EAST,UG,Нджер*
AFRICA,EAST,UG,Мукон*
AFRICA,EAST,UG,Масак*
AFRICA,EAST,UG,Кобок*
AFRICA,EAST,UG,Китгум*
AFRICA,EAST,UG,Касес*
AFRICA,EAST,UG,Иганг*
AFRICA,EAST,UG,Энтебб*
AFRICA,EAST,UG,Митья*
AFRICA,EAST,UG,Мбарар*
AFRICA,EAST,UG,Джиндж*
AFRICA,EAST,UG,Лира
AFRICA,EAST,UG,Гулу
AFRICA,EAST,UG,Аруа
AFRICA,EAST,UG,Хоим?
AFRICA,EAST,UG,Небби
AFRICA,EAST,UG,Мбале
AFRICA,EAST,UG,Уганд*
EUROPE,EAST,UA,Крымск*
EUROPE,EAST,UA,Киевск*
EUROPE,EAST,UA,Яремч*
EUROPE,EAST,UA,Ямпол*
EUROPE,EAST,UA,Яготин*
EUROPE,EAST,UA,Шостк*
EUROPE,EAST,UA,Херсон*
EUROPE,EAST,UA,Украин*
EUROPE,EAST,UA,Торецк*
EUROPE,EAST,UA,Токмак*
EUROPE,EAST,UA,Тлумач*
EUROPE,EAST,UA,Таращ*
EUROPE,EAST,UA,Сокал*
EUROPE,EAST,UA,Снятын*
EUROPE,EAST,UA,Сновск*
EUROPE,EAST,UA,Сквир*
EUROPE,EAST,UA,Скалат*
EUROPE,EAST,UA,Самбор*
EUROPE,EAST,UA,Рожищ*
EUROPE,EAST,UA,Острог*
EUROPE,EAST,UA,Олевск*
EUROPE,EAST,UA,Одесс*
EUROPE,EAST,UA,Моршин*
EUROPE,EAST,UA,Мереф*
EUROPE,EAST,UA,Кодым*
EUROPE,EAST,UA,Ковел*
EUROPE,EAST,UA,Иршав*
EUROPE,EAST,UA,Ирпен*
EUROPE,EAST,UA,Ирмин*
EUROPE,EAST,UA,Зугрэс*
EUROPE,EAST,UA,Збараж*
EUROPE,EAST,UA,Жолкв*
EUROPE,EAST,UA,Донецк*
EUROPE,EAST,UA,Гайсин*
EUROPE,EAST,UA,Бурын*
EUROPE,EAST,UA,Брянк*
EUROPE,EAST,UA,Боярк*
EUROPE,EAST,UA,Борщёв*
EUROPE,EAST,UA,Борзн*
EUROPE,EAST,UA,Бобрк*
EUROPE,EAST,UA,Бахмут*
EUROPE,EAST,UA,Бахмач*
EUROPE,EAST,UA,Алушт*
EUROPE,EAST,UA,Алупк*
EUROPE,EAST,UA,Алёшки*
EUROPE,EAST,UA,Щёлкин*
EUROPE,EAST,UA,Чортк*
EUROPE,EAST,UA,Чигирин*
EUROPE,EAST,UA,Харьк*
EUROPE,EAST,UA,Устилуг*
EUROPE,EAST,UA,Ужгород*
EUROPE,EAST,UA,Угледар*
EUROPE,EAST,UA,Тульчин*
EUROPE,EAST,UA,Тальн*
EUROPE,EAST,UA,Стебник*
EUROPE,EAST,UA,Соледар*
EUROPE,EAST,UA,Славут*
EUROPE,EAST,UA,Сватов*
EUROPE,EAST,UA,Сваляв*
EUROPE,EAST,UA,Рогатин*
EUROPE,EAST,UA,Радех*
EUROPE,EAST,UA,Путивл*
EUROPE,EAST,UA,Припят*
EUROPE,EAST,UA,Прилук*
EUROPE,EAST,UA,Полтав*
EUROPE,EAST,UA,Пирятин*
EUROPE,EAST,UA,Перечин*
EUROPE,EAST,UA,Носовк*
EUROPE,EAST,UA,Нетешин*
EUROPE,EAST,UA,Немир*
EUROPE,EAST,UA,Моспин*
EUROPE,EAST,UA,Люботин*
EUROPE,EAST,UA,Любомл*
EUROPE,EAST,UA,Луганск*
EUROPE,EAST,UA,Лохвиц*
EUROPE,EAST,UA,Лозов*
EUROPE,EAST,UA,Липовец*
EUROPE,EAST,UA,Лебедин*
EUROPE,EAST,UA,Лановц*
EUROPE,EAST,UA,Ладыжин*
EUROPE,EAST,UA,Купянск*
EUROPE,EAST,UA,Конотоп*
EUROPE,EAST,UA,Коломы*
EUROPE,EAST,UA,Кицман*
EUROPE,EAST,UA,Кипуч*
EUROPE,EAST,UA,Киверц*
EUROPE,EAST,UA,Каховк*
EUROPE,EAST,UA,Каменк*
EUROPE,EAST,UA,Казатин*
EUROPE,EAST,UA,Ильинц*
EUROPE,EAST,UA,Изясла*
EUROPE,EAST,UA,Зоринск*
EUROPE,EAST,UA,Золоч*
EUROPE,EAST,UA,Зеньк*
EUROPE,EAST,UA,Житомир*
EUROPE,EAST,UA,Жидач*
EUROPE,EAST,UA,Дубля*
EUROPE,EAST,UA,Джанк*
EUROPE,EAST,UA,Дергач*
EUROPE,EAST,UA,Деражн*
EUROPE,EAST,UA,Горск*
EUROPE,EAST,UA,Горох*
EUROPE,EAST,UA,Городн*
EUROPE,EAST,UA,Гниван*
EUROPE,EAST,UA,Глобин*
EUROPE,EAST,UA,Глиня*
EUROPE,EAST,UA,Ворожб*
EUROPE,EAST,UA,Винниц*
EUROPE,EAST,UA,Винник*
EUROPE,EAST,UA,Вилков*
EUROPE,EAST,UA,Вижниц*
EUROPE,EAST,UA,Бурштын*
EUROPE,EAST,UA,Бровар*
EUROPE,EAST,UA,Болех*
EUROPE,EAST,UA,Болград*
EUROPE,EAST,UA,Бершад*
EUROPE,EAST,UA,Березн*
EUROPE,EAST,UA,Ахтырк*
EUROPE,EAST,UA,Армянск*
EUROPE,EAST,UA,Алчевск*
EUROPE,EAST,UA,Шахтёрск*
EUROPE,EAST,UA,Шаргород*
EUROPE,EAST,UA,Черновц*
EUROPE,EAST,UA,Черниг*
EUROPE,EAST,UA,Черкасс*
EUROPE,EAST,UA,Хмельник*
EUROPE,EAST,UA,Харцызск*
EUROPE,EAST,UA,Феодос*
EUROPE,EAST,UA,Украинск*
EUROPE,EAST,UA,Украинк*
EUROPE,EAST,UA,Терновк*
EUROPE,EAST,UA,Теплодар*
EUROPE,EAST,UA,Таврийск*
EUROPE,EAST,UA,Стахан*
EUROPE,EAST,UA,Сокиря*
EUROPE,EAST,UA,Славянск*
EUROPE,EAST,UA,Славутич*
EUROPE,EAST,UA,Скадовск*
EUROPE,EAST,UA,Селидов*
EUROPE,EAST,UA,Рубежн*
EUROPE,EAST,UA,Ровеньк*
EUROPE,EAST,UA,Привол*
EUROPE,EAST,UA,Попасн*
EUROPE,EAST,UA,Помошн*
EUROPE,EAST,UA,Подгайц*
EUROPE,EAST,UA,Никопол*
EUROPE,EAST,UA,Никола*
EUROPE,EAST,UA,Мукачев*
EUROPE,EAST,UA,Мостиск*
EUROPE,EAST,UA,Миусинск*
EUROPE,EAST,UA,Миргород*
EUROPE,EAST,UA,Марьинк*
EUROPE,EAST,UA,Марганец*
EUROPE,EAST,UA,Макеевк*
EUROPE,EAST,UA,Лутугин*
EUROPE,EAST,UA,Курахов*
EUROPE,EAST,UA,Кролевец*
EUROPE,EAST,UA,Кременец*
EUROPE,EAST,UA,Красил*
EUROPE,EAST,UA,Кобеляк*
EUROPE,EAST,UA,Карловк*
EUROPE,EAST,UA,Кадиевк*
EUROPE,EAST,UA,Кагарлык*
EUROPE,EAST,UA,Инкерма*
EUROPE,EAST,UA,Иловайск*
EUROPE,EAST,UA,Знаменк*
EUROPE,EAST,UA,Заставн*
EUROPE,EAST,UA,Залещик*
EUROPE,EAST,UA,Жмеринк*
EUROPE,EAST,UA,Ждановк*
EUROPE,EAST,UA,Енакиев*
EUROPE,EAST,UA,Дунаевц*
EUROPE,EAST,UA,Дрогобыч*
EUROPE,EAST,UA,Должанск*
EUROPE,EAST,UA,Гребёнк*
EUROPE,EAST,UA,Горловк*
EUROPE,EAST,UA,Геническ*
EUROPE,EAST,UA,Гайворон*
EUROPE,EAST,UA,Вышгород*
EUROPE,EAST,UA,Волочиск*
EUROPE,EAST,UA,Вишнёв*
EUROPE,EAST,UA,Вашковц*
EUROPE,EAST,UA,Ватутин*
EUROPE,EAST,UA,Борисла*
EUROPE,EAST,UA,Богусла*
EUROPE,EAST,UA,Бобринец*
EUROPE,EAST,UA,Берисла*
EUROPE,EAST,UA,Березан*
EUROPE,EAST,UA,Бережа*
EUROPE,EAST,UA,Берегов*
EUROPE,EAST,UA,Бердянск*
EUROPE,EAST,UA,Бердич*
EUROPE,EAST,UA,Беляевк*
EUROPE,EAST,UA,Белицк*
EUROPE,EAST,UA,Баштанк*
EUROPE,EAST,UA,Балакле*
EUROPE,EAST,UA,Антрац*
EUROPE,EAST,UA,Алмазн*
EUROPE,EAST,UA,Авдеевк*
EUROPE,EAST,UA,Энергодар*
EUROPE,EAST,UA,Шепетовк*
EUROPE,EAST,UA,Чистяков*
EUROPE,EAST,UA,Чернобыл*
EUROPE,EAST,UA,Хоростк*
EUROPE,EAST,UA,Тысмениц*
EUROPE,EAST,UA,Трускавец*
EUROPE,EAST,UA,Тростянец*
EUROPE,EAST,UA,Тернопол*
EUROPE,EAST,UA,Теребовл*
EUROPE,EAST,UA,Семёновк*
EUROPE,EAST,UA,Родинск*
EUROPE,EAST,UA,Радомышл*
EUROPE,EAST,UA,Радивил*
EUROPE,EAST,UA,Пятихатк*
EUROPE,EAST,UA,Пустомыт*
EUROPE,EAST,UA,Погребищ*
EUROPE,EAST,UA,Пивден*
EUROPE,EAST,UA,Павлоград*
EUROPE,EAST,UA,Надворн*
EUROPE,EAST,UA,Молочанск*
EUROPE,EAST,UA,Мироновк*
EUROPE,EAST,UA,Мирноград*
EUROPE,EAST,UA,Мариупол*
EUROPE,EAST,UA,Лисичанск*
EUROPE,EAST,UA,Кременчуг*
EUROPE,EAST,UA,Кремен*
EUROPE,EAST,UA,Костопол*
EUROPE,EAST,UA,Корюковк*
EUROPE,EAST,UA,Коростен*
EUROPE,EAST,UA,Копычинц*
EUROPE,EAST,UA,Каменск*
EUROPE,EAST,UA,Калиновк*
EUROPE,EAST,UA,Зимогор*
EUROPE,EAST,UA,Здолбун*
EUROPE,EAST,UA,Запорож*
EUROPE,EAST,UA,Евпатор*
EUROPE,EAST,UA,Дубровиц*
EUROPE,EAST,UA,Дружковк*
EUROPE,EAST,UA,Добромил*
EUROPE,EAST,UA,Гуляйпол*
EUROPE,EAST,UA,Городенк*
EUROPE,EAST,UA,Голубовк*
EUROPE,EAST,UA,Вольнянск*
EUROPE,EAST,UA,Волновах*
EUROPE,EAST,UA,Васильк*
EUROPE,EAST,UA,Бориспол*
EUROPE,EAST,UA,Богодух*
EUROPE,EAST,UA,Бобровиц*
EUROPE,EAST,UA,Березовк*
EUROPE,EAST,UA,Белопол*
EUROPE,EAST,UA,Барановк*
EUROPE,EAST,UA,Ясиноват*
EUROPE,EAST,UA,Черноморск*
EUROPE,EAST,UA,Суходольск*
EUROPE,EAST,UA,Сторожинец*
EUROPE,EAST,UA,Снигирёвк*
EUROPE,EAST,UA,Святогорск*
EUROPE,EAST,UA,Раздельн*
EUROPE,EAST,UA,Перещепин*
EUROPE,EAST,UA,Перевальск*
EUROPE,EAST,UA,Новоселиц*
EUROPE,EAST,UA,Новоазовск*
EUROPE,EAST,UA,Николаевк*
EUROPE,EAST,UA,Мелитопол*
EUROPE,EAST,UA,Красноград*
EUROPE,EAST,UA,Краматорск*
EUROPE,EAST,UA,Коростыш*
EUROPE,EAST,UA,Золотонош*
EUROPE,EAST,UA,Докучаевск*
EUROPE,EAST,UA,Добропол*
EUROPE,EAST,UA,Дебальцев*
EUROPE,EAST,UA,Вознесенск*
EUROPE,EAST,UA,Виноград*
EUROPE,EAST,UA,Верховцев*
EUROPE,EAST,UA,Васильевк*
EUROPE,EAST,UA,Берестечк*
EUROPE,EAST,UA,Бахчисара*
EUROPE,EAST,UA,Барвенков*
EUROPE,EAST,UA,Апостолов*
EUROPE,EAST,UA,Андрушёвк*
EUROPE,EAST,UA,Червоноград*
EUROPE,EAST,UA,Хрустальн*
EUROPE,EAST,UA,Христиновк*
EUROPE,EAST,UA,Хмельницк*
EUROPE,EAST,UA,Татарбунар*
EUROPE,EAST,UA,Старобельск*
EUROPE,EAST,UA,Симферопол*
EUROPE,EAST,UA,Светлодарск*
EUROPE,EAST,UA,Светловодск*
EUROPE,EAST,UA,Решетиловк*
EUROPE,EAST,UA,Подгородн*
EUROPE,EAST,UA,Перемышля*
EUROPE,EAST,UA,Новодружеск*
EUROPE,EAST,UA,Нововолынск*
EUROPE,EAST,UA,Монастырищ*
EUROPE,EAST,UA,Вольногорск*
EUROPE,EAST,UA,Белозёрск*
EUROPE,EAST,UA,Амвросиевк*
EUROPE,EAST,UA,Южноукраинск*
EUROPE,EAST,UA,Синельников*
EUROPE,EAST,UA,Северодонецк*
EUROPE,EAST,UA,Рава-Русск*
EUROPE,EAST,UA,Первомайск*
EUROPE,EAST,UA,Роздол*
EUROPE,EAST,UA,Новояворовск*
EUROPE,EAST,UA,Новоукраинк*
EUROPE,EAST,UA,Новомиргород*
EUROPE,EAST,UA,Новогродовк*
EUROPE,EAST,UA,Монастыриск*
EUROPE,EAST,UA,Кропивницк*
EUROPE,EAST,UA,Кальмиусск*
EUROPE,EAST,UA,Звенигородк*
EUROPE,EAST,UA,Днепрорудн*
EUROPE,EAST,UA,Вознесеновк*
EUROPE,EAST,UA,Середина-Буд*
EUROPE,EAST,UA,Першотравенск*
EUROPE,EAST,UA,Калин*
EUROPE,EAST,UA,Красногоровк*
EUROPE,EAST,UA,Новоднестровск*
EUROPE,EAST,UA,Константиновк*
EUROPE,EAST,UA,Молодогвардейск*
EUROPE,EAST,UA,Красноперекопск*
EUROPE,EAST,UA,Каменка-Бугск*
EUROPE,EAST,UA,Ивано-Франковск*
EUROPE,EAST,UA,Горишн*
EUROPE,EAST,UA,Верхнеднепровск*
EUROPE,EAST,UA,Камень-Каширск*
EUROPE,EAST,UA,Староконстантин*
EUROPE,EAST,UA,Новоград-Волынск*
EUROPE,EAST,UA,Новгород-Северск*
EUROPE,EAST,UA,Могилёв-Подольск*
EUROPE,EAST,UA,Каменец-Подольск*
EUROPE,EAST,UA,Владимир-Волынск*
EUROPE,EAST,UA,Боково-Хрустальн*
EUROPE,EAST,UA,Петрово-Красносел*
EUROPE,EAST,UA,Каменка-Днепровск*
EUROPE,EAST,UA,Переяслав-Хмельницк*
EUROPE,EAST,UA,Корсунь-Шевченковск*
EUROPE,EAST,UA,Белгород-Днестровск*
EUROPE,EAST,UA,Яворов?
EUROPE,EAST,UA,Чуднов?
EUROPE,EAST,UA,Чугуев?
EUROPE,EAST,UA,Фастов?
EUROPE,EAST,UA,Тетиев?
EUROPE,EAST,UA,Ржищев?
EUROPE,EAST,UA,Почаев?
EUROPE,EAST,UA,Орехов?
EUROPE,EAST,UA,Обухов?
EUROPE,EAST,UA,Измаил?
EUROPE,EAST,UA,Зборов?
EUROPE,EAST,UA,Жашков?
EUROPE,EAST,UA,Глухов?
EUROPE,EAST,UA,Ананьев?
EUROPE,EAST,UA,Рог?
EUROPE,EAST,UA,Вишн*
EUROPE,EAST,UA,Чоп
EUROPE,EAST,UA,Ялт?
EUROPE,EAST,UA,Хуст
EUROPE,EAST,UA,Узин
EUROPE,EAST,UA,Сумы
EUROPE,EAST,UA,Сумах
EUROPE,EAST,UA,Рени
EUROPE,EAST,UA,Мена
EUROPE,EAST,UA,Луцк
EUROPE,EAST,UA,Крым*
EUROPE,EAST,UA,Киев
EUROPE,EAST,UA,Киев*
EUROPE,EAST,UA,Киеве
EUROPE,EAST,UA,Ичня
EUROPE,EAST,UA,Буча
EUROPE,EAST,UA,Буск
EUROPE,EAST,UA,Белз
EUROPE,EAST,UA,Крыма
EUROPE,EAST,UA,Крыму
EUROPE,EAST,UA,Киева
EUROPE,EAST,UA,Киеву
EUROPE,EAST,UA,Шумск*
EUROPE,EAST,UA,Шпо?
EUROPE,EAST,UA,Хыров
EUROPE,EAST,UA,Хотин
EUROPE,EAST,UA,Хорол
EUROPE,EAST,UA,Уман*
EUROPE,EAST,UA,Угнев
EUROPE,EAST,UA,Тячев
EUROPE,EAST,UA,Судак*
EUROPE,EAST,UA,Сколе
EUROPE,EAST,UA,Сарн*
EUROPE,EAST,UA,Рудки
EUROPE,EAST,UA,Ромн*
EUROPE,EAST,UA,Рахов
EUROPE,EAST,UA,Остёр*
EUROPE,EAST,UA,Овруч*
EUROPE,EAST,UA,Нежин
EUROPE,EAST,UA,Львов*
EUROPE,EAST,UA,Лубн*
EUROPE,EAST,UA,Корец*
EUROPE,EAST,UA,Кили?
EUROPE,EAST,UA,Керч*
EUROPE,EAST,UA,Канев
EUROPE,EAST,UA,Калуш*
EUROPE,EAST,UA,Змиёв
EUROPE,EAST,UA,Дубно
EUROPE,EAST,UA,Днепр*
EUROPE,EAST,UA,Герц?
EUROPE,EAST,UA,Гадяч*
EUROPE,EAST,UA,Вараш*
EUROPE,EAST,UA,Валк*
EUROPE,EAST,UA,Буча?
EUROPE,EAST,UA,Бунге
EUROPE,EAST,UA,Арциз
EUROPE,EAST,UA,Хыров?
EUROPE,EAST,UA,Угнев?
EUROPE,EAST,UA,Тячев?
EUROPE,EAST,UA,Рахов?
EUROPE,EAST,UA,Канев?
EUROPE,EAST,UA,Змиёв?
EUROPE,EAST,UA,Арциз?
EUROPE,EAST,UA,Хорол?
EUROPE,EAST,UA,Хотин?
EUROPE,EAST,UA,Нежин?
EUROPE,EAST,UA,Саки
AFRICA,EAST,TZ,Мванз*
AFRICA,EAST,TZ,Кигом*
AFRICA,EAST,TZ,Додом*
AFRICA,EAST,TZ,Танзан*
AFRICA,EAST,TZ,Морогор*
AFRICA,EAST,TZ,Занзибар*
AFRICA,EAST,TZ,Дар-эс-Сал*
AFRICA,EAST,TZ,Мбея
AFRICA,EAST,TZ,Танг?
AFRICA,EAST,TZ,Аруш?
ASIA,EAST,TW,Чжубэ*
ASIA,EAST,TW,Цзилун*
ASIA,EAST,TW,Тайдун*
ASIA,EAST,TW,Тайва*
ASIA,EAST,TW,Тайбэ*
ASIA,EAST,TW,Тайба*
ASIA,EAST,TW,Пиндун*
ASIA,EAST,TW,Чжанху*
ASIA,EAST,TW,Тоуфэн*
ASIA,EAST,TW,Таоюан*
ASIA,EAST,TW,Тайчжун*
ASIA,EAST,TW,Тайнан*
ASIA,EAST,TW,Синьчж*
ASIA,EAST,TW,Синьбэ*
ASIA,EAST,TW,Наньто*
ASIA,EAST,TW,Юаньлин*
ASIA,EAST,TW,Цзяи
ASIA,EAST,TW,Пуцзы
ASIA,EAST,TW,Мяоли
ASIA,EAST,TW,Магун
ASIA,EAST,TW,Илан?
ASIA,EAST,TW,Доулю
ASIA,EAST,TW,Магун?
OCEANIA,POL,TV,Тувал*
OCEANIA,POL,TV,Савав*
OCEANIA,POL,TV,Ваиак*
OCEANIA,POL,TV,Фангау*
OCEANIA,POL,TV,Танрак*
OCEANIA,POL,TV,Асау
OCEANIA,POL,TV,Лолу?
AMERICA,CARIB,TT,тобаг*
AMERICA,CARIB,TT,тринидад*
AMERICA,CARIB,TT,Порт-оф-Спейн*
AMERICA,CARIB,TT,порт-офф-спейн*
ASIA,WEST,TR,Яхьял*
ASIA,WEST,TR,Ятага*
ASIA,WEST,TR,Эспий*
ASIA,WEST,TR,Эскил*
ASIA,WEST,TR,Эрзин*
ASIA,WEST,TR,Эрегл*
ASIA,WEST,TR,Эрджиш*
ASIA,WEST,TR,Эрган*
ASIA,WEST,TR,Элязыг*
ASIA,WEST,TR,Элмал*
ASIA,WEST,TR,Эдирн*
ASIA,WEST,TR,Ширнак*
ASIA,WEST,TR,Шаркё*
ASIA,WEST,TR,Чермик*
ASIA,WEST,TR,Черкеш*
ASIA,WEST,TR,Хендек*
ASIA,WEST,TR,Хаскё*
ASIA,WEST,TR,Хавра*
ASIA,WEST,TR,Финик*
ASIA,WEST,TR,Умурл*
ASIA,WEST,TR,Турха*
ASIA,WEST,TR,Турецк*
ASIA,WEST,TR,Ташов*
ASIA,WEST,TR,Татва*
ASIA,WEST,TR,Тарсус*
ASIA,WEST,TR,Соргун*
ASIA,WEST,TR,Силоп*
ASIA,WEST,TR,Силва*
ASIA,WEST,TR,Пертек*
ASIA,WEST,TR,Патнос*
ASIA,WEST,TR,Озальп*
ASIA,WEST,TR,Обакё*
ASIA,WEST,TR,Никсар*
ASIA,WEST,TR,Муджур*
ASIA,WEST,TR,Мерсин*
ASIA,WEST,TR,Мардин*
ASIA,WEST,TR,Манис*
ASIA,WEST,TR,Корга*
ASIA,WEST,TR,Козлук*
ASIA,WEST,TR,Кестел*
ASIA,WEST,TR,Кескин*
ASIA,WEST,TR,Кёрфез*
ASIA,WEST,TR,Канга*
ASIA,WEST,TR,Йозгат*
ASIA,WEST,TR,Ипсал*
ASIA,WEST,TR,Ешилл*
ASIA,WEST,TR,Еникё*
ASIA,WEST,TR,Енидж*
ASIA,WEST,TR,Дюздж*
ASIA,WEST,TR,Диядин*
ASIA,WEST,TR,Диджл*
ASIA,WEST,TR,Джизр*
ASIA,WEST,TR,Деврек*
ASIA,WEST,TR,Девел*
ASIA,WEST,TR,Гёрел*
ASIA,WEST,TR,Геред*
ASIA,WEST,TR,Гёрдес*
ASIA,WEST,TR,Гемлик*
ASIA,WEST,TR,Гёлкёй*
ASIA,WEST,TR,Гёксун*
ASIA,WEST,TR,Гёйнюк*
ASIA,WEST,TR,Бюнья*
ASIA,WEST,TR,Бурдур*
ASIA,WEST,TR,Булда*
ASIA,WEST,TR,Буджак*
ASIA,WEST,TR,Боябат*
ASIA,WEST,TR,Борчк*
ASIA,WEST,TR,Бозююк*
ASIA,WEST,TR,Бозов*
ASIA,WEST,TR,Бозкыр*
ASIA,WEST,TR,Бодрум*
ASIA,WEST,TR,Битлис*
ASIA,WEST,TR,Бешир*
ASIA,WEST,TR,Беёгл*
ASIA,WEST,TR,Батма*
ASIA,WEST,TR,Бартын*
ASIA,WEST,TR,Ашкал*
ASIA,WEST,TR,Атаюрт*
ASIA,WEST,TR,Арыташ*
ASIA,WEST,TR,Архав*
ASIA,WEST,TR,Артвин*
ASIA,WEST,TR,Аракл*
ASIA,WEST,TR,Араба*
ASIA,WEST,TR,Анкар*
ASIA,WEST,TR,Анамур*
ASIA,WEST,TR,Алиаг*
ASIA,WEST,TR,Алапл*
ASIA,WEST,TR,Аладж*
ASIA,WEST,TR,Акьюрт*
ASIA,WEST,TR,Актеп*
ASIA,WEST,TR,Аванос*
ASIA,WEST,TR,Яхшиха*
ASIA,WEST,TR,Якындж*
ASIA,WEST,TR,Юртбаш*
ASIA,WEST,TR,Эрменек*
ASIA,WEST,TR,Эрзурум*
ASIA,WEST,TR,Эрдемл*
ASIA,WEST,TR,Эмирдаг*
ASIA,WEST,TR,Элмадаг*
ASIA,WEST,TR,Эйнес*
ASIA,WEST,TR,Эдрем*
ASIA,WEST,TR,Эгирдир*
ASIA,WEST,TR,Ышыклар*
ASIA,WEST,TR,Ыспарт*
ASIA,WEST,TR,Чолакл*
ASIA,WEST,TR,Чилимл*
ASIA,WEST,TR,Чиврил*
ASIA,WEST,TR,Чекерек*
ASIA,WEST,TR,Чанкыр*
ASIA,WEST,TR,Хораса*
ASIA,WEST,TR,Хильва*
ASIA,WEST,TR,Харбий*
ASIA,WEST,TR,Халфет*
ASIA,WEST,TR,Хаккяр*
ASIA,WEST,TR,Хайма*
ASIA,WEST,TR,Феризл*
ASIA,WEST,TR,Улудер*
ASIA,WEST,TR,Трабзон*
ASIA,WEST,TR,Торбал*
ASIA,WEST,TR,Томарз*
ASIA,WEST,TR,Ташудж*
ASIA,WEST,TR,Сюрмен*
ASIA,WEST,TR,Сушехр*
ASIA,WEST,TR,Сулуов*
ASIA,WEST,TR,Стамбул*
ASIA,WEST,TR,Сольха*
ASIA,WEST,TR,Силифк*
ASIA,WEST,TR,Силивр*
ASIA,WEST,TR,Сиверек*
ASIA,WEST,TR,Сельчук*
ASIA,WEST,TR,Сёгютл*
ASIA,WEST,TR,Сарылар*
ASIA,WEST,TR,Сарык*
ASIA,WEST,TR,Сараён*
ASIA,WEST,TR,Салихл*
ASIA,WEST,TR,Савудж*
ASIA,WEST,TR,Полатл*
ASIA,WEST,TR,Позант*
ASIA,WEST,TR,Пиразиз*
ASIA,WEST,TR,Пелитл*
ASIA,WEST,TR,Осман*
ASIA,WEST,TR,Ортакё*
ASIA,WEST,TR,Ортадж*
ASIA,WEST,TR,Одабаш*
ASIA,WEST,TR,Огузел*
ASIA,WEST,TR,Оваэмир*
ASIA,WEST,TR,Нурдаг*
ASIA,WEST,TR,Назилл*
ASIA,WEST,TR,Муратл*
ASIA,WEST,TR,Мудан*
ASIA,WEST,TR,Менем*
ASIA,WEST,TR,Мезитл*
ASIA,WEST,TR,Малкар*
ASIA,WEST,TR,Малат*
ASIA,WEST,TR,Лапсек*
ASIA,WEST,TR,Кютах*
ASIA,WEST,TR,Куюджак*
ASIA,WEST,TR,Конакл*
ASIA,WEST,TR,Козакл*
ASIA,WEST,TR,Килимл*
ASIA,WEST,TR,Кельк*
ASIA,WEST,TR,Картеп*
ASIA,WEST,TR,Караташ*
ASIA,WEST,TR,Карама*
ASIA,WEST,TR,Карабюк*
ASIA,WEST,TR,Капакл*
ASIA,WEST,TR,Кандыр*
ASIA,WEST,TR,Кайсер*
ASIA,WEST,TR,Кадирл*
ASIA,WEST,TR,Йодемиш*
ASIA,WEST,TR,Искилип*
ASIA,WEST,TR,Инегёл*
ASIA,WEST,TR,Инебол*
ASIA,WEST,TR,Инджес*
ASIA,WEST,TR,Дюзидж*
